username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-09-06 07:55;1;2;"Discovering The #Organic #Herbs & #Flavors Of #Crete At Omalos Plateau https://www. cretetravel.com/activity/disco vering-the-organic-herbs-flavors-of-crete-at-omalos-plateau-of-crete/ … pic.twitter.com/kJvDzaXL1r";;;#Organic #Herbs #Flavors #Crete;"1169836583379333121";https://twitter.com/cretetravel/status/1169836583379333121
;2019-09-06 07:18;0;1;"It’s #asyrtiko time for diamantakis_winery . _____ #winesofcrete #harvest19 #DrinkGreekWine #wine #wines #visitgreece #greekwine #winelovers #winery #lovewine #winelover #wein #winecountry #crete #vinho #wineporn … https://www. instagram.com/p/B2Dli7xC_Ap/ ?igshid=o3mdathen8su …";;;#asyrtiko #winesofcrete #harvest19 #DrinkGreekWine #wine #wines #visitgreece #greekwine #winelovers #winery #lovewine #winelover #wein #winecountry #crete #vinho #wineporn;"1169827109876822022";https://twitter.com/winesofcrete/status/1169827109876822022
;2019-09-06 05:19;88;240;"Alis is adopted to Belgium! You are welcome here to see all my dogs and find the right dog for you. Let the dog to choose you! H Alis υιοθετήθηκε στο Βέλγιο #takisshelter #adoptdontshop #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #Crete #Greece pic.twitter.com/gogmOZfjT1";;;#takisshelter #adoptdontshop #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #Crete #Greece;"1169797318062641152";https://twitter.com/1371Takis/status/1169797318062641152
;2019-09-06 04:27;27;65;"Thank you to all the visitors! Ευχαριστώ όλους τους επισκέπτες! #takisshelter #adoptdontshop #rescueddogsofinstagram #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #kittens #Crete #Greece pic.twitter.com/aqH4kfnjtm";;;#takisshelter #adoptdontshop #rescueddogsofinstagram #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #kittens #Crete #Greece;"1169784225278525442";https://twitter.com/1371Takis/status/1169784225278525442
;2019-09-06 02:02;0;1;"This is an incredible retreat where authenticity and tradition reign in breathtaking #Crete island http://www. fantasisvillas.com #LuxuryHomes #LuxuryTravel #luxurylifestyle #BeachHoliday #BeachHouse pic.twitter.com/3RjEcOOV12";;;#Crete #LuxuryHomes #LuxuryTravel #luxurylifestyle #BeachHoliday #BeachHouse;"1169747548753616896";https://twitter.com/FantasiaVillas/status/1169747548753616896
;2019-09-06 01:41;22;84;"A new life!... free & loved. #takisshelter #adoptdontshop #rescueddogsofinstagram #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #kittens #Crete #Greece pic.twitter.com/13JQq7SFZT";;;#takisshelter #adoptdontshop #rescueddogsofinstagram #rescuedismyfavoritbreed #animalrescue #animalshelter #dogs #cats #puppies #kittens #Crete #Greece;"1169742281231831040";https://twitter.com/1371Takis/status/1169742281231831040
;2019-09-06 01:08;0;1;"Buenas noches desde Santorini http://www. forestviajes.com info@forestviajes.com @forest_viajes #forestviajes visitsantorini visit.mykonos @visitgreecegr #santorini #mykonos #crete #athens #naxos #paros #ibiza #sicilia … https://www. instagram.com/p/B2C7TAPorsR/ ?igshid=h1kbamfxby5w …";;@forestviajes @forest_viajes @visitgreecegr;#forestviajes #santorini #mykonos #crete #athens #naxos #paros #ibiza #sicilia;"1169734012606328838";https://twitter.com/forest_viajes/status/1169734012606328838
;2019-09-06 00:16;0;1;"#CHANIA #CRETE pic.twitter.com/WidbFrMnF7";;;#CHANIA #CRETE;"1169720894794678272";https://twitter.com/kursadturksen/status/1169720894794678272
;2019-09-06 00:06;0;0;"Details of GRE/Creta 1.9 NEIGHBORHOOD #creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler … https://www. instagram.com/p/B2C0LtAAha1/ ?igshid=18b0hwlv6iwd4 …";;;#creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler;"1169718375657984000";https://twitter.com/marmarango/status/1169718375657984000
;2019-09-06 00:05;0;0;"Details of GRE/Creta 1.8 SIDEWALKS #creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler … https://www. instagram.com/p/B2C0KvogIxa/ ?igshid=15fnx3x4olb6a …";;;#creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler;"1169718324516839428";https://twitter.com/marmarango/status/1169718324516839428
;2019-09-05 23:38;0;9;"C'est la pleine lune en #Crete ce soir pic.twitter.com/UXgxdmmwKf";;;#Crete;"1169711326157070336";https://twitter.com/darren75012/status/1169711326157070336
;2019-09-05 23:27;0;0;"#FINGRE #Xania #Chania #Crete #Kríti pic.twitter.com/2X9qXgaxdd";;;#FINGRE #Xania #Chania #Crete #Kríti;"1169708732407791618";https://twitter.com/YellowsKuopio/status/1169708732407791618
;2019-09-05 22:54;0;0;"#crete #Greece #heraklion @Αγία Πελαγία, Agia Pelagia https://www. instagram.com/p/B2Cr8gQFN4D/ ?igshid=1eeb6egyphb3i …";;@Αγία;#crete #Greece #heraklion;"1169700271980711944";https://twitter.com/Tigrena/status/1169700271980711944
;2019-09-05 22:37;1;0;"Streetfood in Crete Island Greece #travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia #crete #creta #travelescape #travelphotography #travelgirl #traveladdict #traveling #travelling https:// youtu.be/pZW2CqxRCq8";;;#travel #trndnl #streetfood #seafood #fishfood #greekfood #gourmet #chef #grecia #crete #creta #travelescape #travelphotography #travelgirl #traveladdict #traveling #travelling;"1169696053274337286";https://twitter.com/Frances88991403/status/1169696053274337286
;2019-09-05 22:27;1;2;"Oh @BorisJohnson when you think you have no friends left there is someone in a remote village in Crete who still loves you. #BorisNaeMates #crete #goodguy pic.twitter.com/hXFuI64DGP";;@BorisJohnson;#BorisNaeMates #crete #goodguy;"1169693605302325248";https://twitter.com/susan_pym/status/1169693605302325248
;2019-09-05 22:27;0;0;"If in doubt....Alfa and a Raki #Crete @Vamos Village Crete https://www. instagram.com/p/B2Co5HPgtuN/ ?igshid=ocqaz7lilg1a …";;@Vamos;#Crete;"1169693523848978432";https://twitter.com/Dayle_53/status/1169693523848978432
;2019-09-05 21:54;0;0;"#moon #moonview #flowers #flowerview #crete #cretanview #southcreta #moires #messara #valley #cretaisland #cretanplaces #cretanplaces #cretannight #cretanlife #greeceislands #greeceview #greece #greece_is_awesome … https://www. instagram.com/p/B2ClH7moJGw/ ?igshid=ccrv273dkhpy …";;;#moon #moonview #flowers #flowerview #crete #cretanview #southcreta #moires #messara #valley #cretaisland #cretanplaces #cretanplaces #cretannight #cretanlife #greeceislands #greeceview #greece #greece_is_awesome;"1169685253369278464";https://twitter.com/NikosLentasTaxi/status/1169685253369278464
;2019-09-05 21:46;0;0;"#teamSescu and #gopro . #crete #latergram https:// sescu.ro/2ZGdkQV pic.twitter.com/FdKbixuwMs";;;#teamSescu #gopro #crete #latergram;"1169683161548124160";https://twitter.com/mariussescu/status/1169683161548124160
;2019-09-05 21:31;0;0;"#teamSescu and #gopro . #crete #latergram https://www. instagram.com/p/B2CihP4ofD0/ ?igshid=sdvxld08rk7h …";;;#teamSescu #gopro #crete #latergram;"1169679529004150785";https://twitter.com/mariussescu/status/1169679529004150785
;2019-09-05 21:25;0;0;"@minwss & @panagiotisbardis with their little new friend. A day that you don't expect to have so much fun with such a nice family from France! #seazethedaygreece #seazethedaycyprus #crete #instatraveling #advetureatsea #visitgreece #france pic.twitter.com/8HTEu6zN4y";;@minwss @panagiotisbardis;#seazethedaygreece #seazethedaycyprus #crete #instatraveling #advetureatsea #visitgreece #france;"1169677924825542663";https://twitter.com/seazethedaygr/status/1169677924825542663
;2019-09-05 21:19;0;0;"Pražská kavárna na výletě. #crete pic.twitter.com/xfZSWQUzNp";;;#crete;"1169676342180405248";https://twitter.com/Berkic/status/1169676342180405248
;2019-09-05 21:08;0;0;"One of the many many reasons I love coming to #Crete . The guys at @beer_solo are absolutely smashing it right now. #craftbeer #saison @Vamos Village Crete https://www. instagram.com/p/B2Cf6b4gkBF/ ?igshid=1vvv3tekoxk0y …";;@beer_solo @Vamos;#Crete #craftbeer #saison;"1169673783222910976";https://twitter.com/Dayle_53/status/1169673783222910976
;2019-09-05 21:04;0;0;"#agiagalini #crete #greece #travelmore #instadaily #instagood @Agia Galini, Crete https://www. instagram.com/p/B2CfY_2JFRk/ ?igshid=1adqv5ljdw547 …";;@Agia;#agiagalini #crete #greece #travelmore #instadaily #instagood;"1169672639578853377";https://twitter.com/rvlt_tv/status/1169672639578853377
;2019-09-05 21:03;1;0;"Stavros Beach of Zorba The Greek #travel #trndnl #zorba #quinn #crete #greece #grecia #seaside #amazingview #francescoricciardi #expedition #greece #grecia #summer #seaside #travelvlog #travelblog https:// youtu.be/ww798TNVeFc";;;#travel #trndnl #zorba #quinn #crete #greece #grecia #seaside #amazingview #francescoricciardi #expedition #greece #grecia #summer #seaside #travelvlog #travelblog;"1169672306458800134";https://twitter.com/Frances88991403/status/1169672306458800134
;2019-09-05 20:57;0;0;"Sunset #sunset #crete #rethymno #greece #ocean #instapicsSunset #sunset #crete #rethymno #greece #ocean #instapics pic.twitter.com/gPtQzUl50G";;;#sunset #crete #rethymno #greece #ocean #instapicsSunset #sunset #crete #rethymno #greece #ocean #instapics;"1169670966554836992";https://twitter.com/AntjeCkl/status/1169670966554836992
;2019-09-05 20:56;0;1;"#grecotelmarinepalace Mini #Disco each night something for the heart, mind and feet! Simply awesome! #crete #disco @Grecotel Club Marine Palace & Suites https://www. instagram.com/p/B2CeXmXnf6o/ ?igshid=1nmapeltw24jv …";;@Grecotel;#grecotelmarinepalace #Disco #crete #disco;"1169670645816483841";https://twitter.com/sandra9278/status/1169670645816483841
;2019-09-05 20:53;0;0;"Details of GRE/Creta 1.7 LOCAL: ALTARS #creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler … https://www. instagram.com/p/B2CeF8IAUgx/ ?igshid=12c7k3pfi64kf …";;;#creta #greece #crete #architect #designer #designerlife #tourism #interiordesigner #vacations #colors #photography #cretegreece #traveling #interiordesign #lonetraveler;"1169669780749598720";https://twitter.com/marmarango/status/1169669780749598720
;2019-09-05 20:24;0;0;""Πέτρα στην πέτρα ολημερίς χτίζω και δεν σε φτάνω ήλιε μου πόσο είσαι πάνω" // #throwback #Crete #Rethymno #art #shop #tb @Κυρία των Αγγέλων https://www. instagram.com/p/B2CaxHRIROb/ ?igshid=o3j18q2g6vt8 …";;@Κυρία;#throwback #Crete #Rethymno #art #shop #tb;"1169662477048659968";https://twitter.com/PhantomDerNacht/status/1169662477048659968
;2019-09-05 20:23;0;0;"True Happiness is a life with no regrets. #Crete #iFYouDidntKnow #PosedionIsMyDaddy #Royalty #Mermaid #BlackMermaid #Greece #Travuu @Chania, Island of Crete, Greece https://www. instagram.com/p/B2CavX8HFhb/ ?igshid=w8cuzruozzv4 …";;@Chania;#Crete #iFYouDidntKnow #PosedionIsMyDaddy #Royalty #Mermaid #BlackMermaid #Greece #Travuu;"1169662415434342404";https://twitter.com/Tilllyah/status/1169662415434342404
;2019-09-05 19:58;0;1;"Mother Nature .. exquisite #Greece #Crete #SummerVibes pic.twitter.com/3pVtkgWxP0";;;#Greece #Crete #SummerVibes;"1169655956617211905";https://twitter.com/Audible06/status/1169655956617211905
;2019-09-05 19:52;0;0;"#crete #cretanview #southcreta #messara #valley #cloud #cloudshot #sky #skyporn #cloudshapes #skyview #cloudsphotography #perfecttime #perfectview #beautifulcolors #perfectevening #sun #sunshine @Μεσσαρά/ Messara https://www. instagram.com/p/B2CXHEVoO9r/ ?igshid=h71mvzazk226 …";;@Μεσσαρά;#crete #cretanview #southcreta #messara #valley #cloud #cloudshot #sky #skyporn #cloudshapes #skyview #cloudsphotography #perfecttime #perfectview #beautifulcolors #perfectevening #sun #sunshine;"1169654437322854406";https://twitter.com/NikosLentasTaxi/status/1169654437322854406
;2019-09-05 19:51;0;0;"Sunshine Reggae #crete #hotel #greece #holiday #2019 #september #beach #strand #kreta #ferie #umbrella #seaside #trees #sea #hot #picturesque #happy @Reggaepub Maleme https://www. instagram.com/p/B2CXE_ngIho/ ?igshid=3m1zevydgy40 …";;@Reggaepub;#crete #hotel #greece #holiday #2019 #september #beach #strand #kreta #ferie #umbrella #seaside #trees #sea #hot #picturesque #happy;"1169654368242552833";https://twitter.com/MartynV67/status/1169654368242552833
;2019-09-05 19:19;0;0;"#vacances #crete #sun #jesuisdpasdouépourtrouverleshastag à Civitel Creta Beach https://www. instagram.com/p/B2CTbXsooIr/ ?igshid=1vfd5s8niaxlh …";;;#vacances #crete #sun #jesuisdpasdouépourtrouverleshastag;"1169646350113419265";https://twitter.com/Baxtoka/status/1169646350113419265
;2019-09-05 19:05;0;3;"Would you do it? Y/N For More Ideas of amazing journeys to take visit https://www. thetravelhackinglife.com #crete #paleochora #exoticflowers #crete #creteisland #cretegreece #visitcrete #instacrete #cretelife #igerscrete #ilovecrete #discovercrete #cretetravel #cretephotographer pic.twitter.com/06bjnFQC8c";;;#crete #paleochora #exoticflowers #crete #creteisland #cretegreece #visitcrete #instacrete #cretelife #igerscrete #ilovecrete #discovercrete #cretetravel #cretephotographer;"1169642619607142400";https://twitter.com/TravelHackLife/status/1169642619607142400
;2019-09-05 19:03;0;18;"#cocktails #Crete #memories pic.twitter.com/F5Sxsd7GNb";;;#cocktails #Crete #memories;"1169642091485552641";https://twitter.com/SainsBlanche/status/1169642091485552641
;2019-09-05 18:23;196;371;"Crete, Greece Sunset In Axus #sunset #Crete #Greece #travelphotography #September2019 #SamsungGalaxyNote9 Good Evening To All !! pic.twitter.com/nMsxuRbqcg";;;#sunset #Crete #Greece #travelphotography #September2019 #SamsungGalaxyNote9;"1169632059419242496";https://twitter.com/liliana_dorina/status/1169632059419242496
;2019-09-05 18:22;0;0;"Μερικές φορές εκπλήσσομαι και εγώ με τις φωτογραφίες που βγάζω με ένα απλό κινητό. #nature #naturephotography #classicboats #sea ##sitia #Crete #visitgreece @Sitía https://www. instagram.com/p/B2CMvoElxdH/ ?igshid=1neqvw91gmxmo …";;@Sitía;#nature #naturephotography #classicboats #sea # #sitia #Crete #visitgreece;"1169631889877082112";https://twitter.com/9_Angelad_1/status/1169631889877082112
;2019-09-05 18:09;38;112;"#FolkloreThursday - The Phaistos Disc is a 4,000-year-old tablet found on #Crete . It features a clockwise spiral of symbols that has yet defied translation. What is it? Theories include: a prayer, an astronomical document, a game, and an adventure story. pic.twitter.com/nLSZphPko1";;;#FolkloreThursday #Crete;"1169628656664137728";https://twitter.com/dimestorecaesar/status/1169628656664137728
;2019-09-05 17:40;0;0;"Where to stay on Crete: why the Marriott Blue Palace will make you want to stay in Greece forever! http:// ow.ly/fwsY30mswP3 @Marriott #greece #crete pic.twitter.com/AKNpAjnrFf";;@Marriott;#greece #crete;"1169621234419752961";https://twitter.com/AmyRoseWhitley/status/1169621234419752961
;2019-09-05 17:34;0;0;"#hisbiscis #crete #crete https://www. instagram.com/p/B2CHPYDlMsc/ ?igshid=3zkwfqk8n1z3 …";;;#hisbiscis #crete #crete;"1169619738936393730";https://twitter.com/Mspmurphy/status/1169619738936393730
;2019-09-05 17:31;0;0;"#hisbiscis #crete #Greece https://www. instagram.com/p/B2CG58XF5To/ ?igshid=1uc06cb7yw2at …";;;#hisbiscis #crete #Greece;"1169619134683996160";https://twitter.com/Mspmurphy/status/1169619134683996160
;2019-09-05 17:25;0;6;"I’ve spent the day sightseeing, tanning, eating lays and drinking lemon Fanta. I wish every day was this easy #Crete #chania #travelbloggers pic.twitter.com/H6qjCwADJv";;;#Crete #chania #travelbloggers;"1169617546733133825";https://twitter.com/hannatalks/status/1169617546733133825
;2019-09-05 17:09;0;0;"#neverendingsummer #mediterrannee #merdelibye #grece #crete à Chrissi Island https://www. instagram.com/p/B2CEdUNofQSD iNAsqG86inRQPG-JngMYOqM-Tc0/?igshid=7azugm4u0m27 …";;;#neverendingsummer #mediterrannee #merdelibye #grece #crete;"1169613419395387394";https://twitter.com/alexrivault/status/1169613419395387394
;2019-09-05 16:40;0;0;"Find your perfect beach holiday to #Crete Stay: Smartline Arion Palace, #Ierapetra , #Greece Departure Airport: Wide range of UK departure airports including #Belfast Duration: 7 Nights from £231pp Call us: 0203 474 5507 Book now: https://www. cheapcostvacation.co.uk / pic.twitter.com/Ql0gEdrQX6";;;#Crete #Ierapetra #Greece #Belfast;"1169606123357212673";https://twitter.com/VacationCost/status/1169606123357212673
;2019-09-05 15:30;0;1;"Get to know Crete, home of the festival! #crete #poetry #Openpoetrysociety http://www. cipfest.org pic.twitter.com/pPEsg1sJlR";;;#crete #poetry #Openpoetrysociety;"1169588628529537024";https://twitter.com/cipfest/status/1169588628529537024
;2019-09-05 15:21;0;0;"I drive for #crete #shaffer #hunt of course that’s not right! I can’t drive 1000 miles in a 65 mile an hour truck in 24 hours, solo! Best I can do is 810! Jesus Christ! You can never rely on the elogging system here! EVAR! pic.twitter.com/MCcQ9ceS8u";;;#crete #shaffer #hunt;"1169586420769574914";https://twitter.com/mycompanystory/status/1169586420769574914
;2019-09-05 15:10;0;0;"Flash Agency US Forward Miranda Drummond has signed with the team of AO Chanion from Greece !!! Congrats Miranda and AO Chanion for this signing!!! #mirandadrummond #unitedstates #america #crete #greece … https://www. instagram.com/p/B2B25E1oL1L/ ?igshid=dbf8yvrrg7mc …";;;#mirandadrummond #unitedstates #america #crete #greece;"1169583587055853569";https://twitter.com/TheFlashAgency/status/1169583587055853569
;2019-09-05 15:03;0;0;"Morgenavond naar koud en nat Nederland, dus laten we er nog maar ff van genieten #rethymno #crete #30graden #thuiskandemutsweerop @Birais beach https://www. instagram.com/p/B2B2DsVo9-7/ ?igshid=ep86n2zkqxo7 …";;@Birais;#rethymno #crete #30graden #thuiskandemutsweerop;"1169581752131686400";https://twitter.com/Nathalie87/status/1169581752131686400
;2019-09-05 15:01;0;0;"Repost aquadive_uniquescubaexperience . Scuba diving in Agia Pelagia CRETE . #scuba #agiapelagia #crete @Agia Pelagia https://www. instagram.com/p/B2B14h6omCO/ ?igshid=8i24rul17dez …";;@Agia;#scuba #agiapelagia #crete;"1169581415924678656";https://twitter.com/Agiapelagia/status/1169581415924678656
;2019-09-05 14:54;0;5;"Obligatory view from #Crete pic.twitter.com/5x8ktUB2Qm";;;#Crete;"1169579472938524672";https://twitter.com/AcadregUK/status/1169579472938524672
;2019-09-05 14:44;0;0;"Celestial Cruise from Athens to Mykonos, Kusadasi, Patmos, Rhodes, Heraklion & Santorini. full board for 5 days. Call us on 04 526 394 Whats-app 71 729 504 #Greece #Turkey #Crete #mediterraneancruise #familycruise #honeymooncruise #lebanon #golemuria #travelagencydbayeh pic.twitter.com/W09XCZ8JKC";;;#Greece #Turkey #Crete #mediterraneancruise #familycruise #honeymooncruise #lebanon #golemuria #travelagencydbayeh;"1169577159939231746";https://twitter.com/GoLemuria/status/1169577159939231746
;2019-09-05 14:41;0;2;"There’s nothing like the relationship between a family and their olive trees The lives of generations written in the land, shared memories kept alive through the trees we care for and the food we eat. Ancestry,culture,history... . #crete #evoo #foodtraditions #familyfarm pic.twitter.com/1kK8uq5S2T";;;#crete #evoo #foodtraditions #familyfarm;"1169576234478686209";https://twitter.com/Mestooliveoil/status/1169576234478686209
;2019-09-05 14:40;3;17;"#makeawish_greece #come #true #Respect #crete #heraklion pic.twitter.com/cUZ3ZoIikF";;;#makeawish_greece #come #true #Respect #crete #heraklion;"1169576154925338624";https://twitter.com/Annanewsi/status/1169576154925338624
;2019-09-05 14:30;4;7;"The second episode of our vacation vlog is now live! https:// youtu.be/N58zU02plYE We went to the great Minoan city of Phaistos ...and had some #crete #vlog #YouTube #vacation #phaistos #pancakes pic.twitter.com/WQswWDy7AN";;;#crete #vlog #YouTube #vacation #phaistos #pancakes;"1169573531904086016";https://twitter.com/AtomiixTV/status/1169573531904086016
;2019-09-05 14:11;0;3;"Best place to read #hammock #Crete pic.twitter.com/m2gGneXwbg";;;#hammock #Crete;"1169568846614863873";https://twitter.com/evdougherty/status/1169568846614863873
;2019-09-05 14:08;0;1;"Follow is to see more about Crete! . . #Crete #vacations #travelgirl #discover #beautifulplaces #travelling #liveyourlife #lighthouse #holidays #secretplaces #visitcrete #port #traditional #venetian #liveyourlife #oldtown #liveyourdreams pic.twitter.com/O8ukE30Rkc – bei Κρήτη (Crete)";;;#Crete #vacations #travelgirl #discover #beautifulplaces #travelling #liveyourlife #lighthouse #holidays #secretplaces #visitcrete #port #traditional #venetian #liveyourlife #oldtown #liveyourdreams;"1169567918025248768";https://twitter.com/eco_rentals/status/1169567918025248768
