Tweets,Username,Created_at,User location,Coordinates
Summer must go on... the Blu way! Join us: https://www. radissonblu.com/en/resort-mila tos … ( : @vladpatrati ) #radissonblumilatos #radissonblu #milatos #crete #blumoments #beachresort #luxuryresort pic.twitter.com/aOlqrivtIJ,henrick@gm,9/7/2018 10:40,"London,UK",-
Halloween Family 5 STAR ALL INCLUSIVE Break to #Crete #Greece #NInjatastic #belikeaNInja - 5* Crete Family Halloween Break - https:// theholidayninja.com/listings/5-cre te-family-halloween-break/ … pic.twitter.com/LOXVxhtmuR,henrick@gm,9/7/2018 10:30,"London,UK",-
#Crete : In the #footsteps of #Minoan #worshipper :The Bronze Age palace complex of Zominthos on a natural rock had served as outdoor area of worship since 2000BC/worshippers deposited votive offerings in special cavities,henrick@gm,9/7/2018 10:27,"London,UK",-
The most luxurious #villa in Chania,henrick@gm,9/7/2018 10:17,"London,UK",-
Felt like a rusty ol' 3 wheeler while running this morning. But better to have 3 than none.. #Greece #crete #heraklion #running #fitness #caffeinated #run #training #wavesearh … https://www. instagram.com/p/BnaopyJHuJh/ ?utm_source=ig_twitter_share&igshid=1cskfdneqtetp …,henrick@gm,9/7/2018 10:16,"London,UK",-
Жилье на Крите около моря класса Lux #crete https://www. instagram.com/p/BnaoeaaFc13/ ?utm_source=ig_twitter_share&igshid=1bf9s7dgqgbhe …,henrick@gm,9/7/2018 10:14,"London,UK",-
#crete https://www. instagram.com/p/Bnan2RyF5Id/ ?utm_source=ig_twitter_share&igshid=1us6l3kanv8l …,henrick@gm,9/7/2018 10:09,"London,UK",-
I had been reading a book since I got there that told tales of the Cretans and their love for indiscriminately firing guns all the time... https:// firehorseworld.wordpress.com/2018/09/05/mou ntains-motivation/ … #crete #greece #travel #MOUNTAINMAN pic.twitter.com/cDTRj5RId9,henrick@gm,9/7/2018 9:14,"London,UK",-
Η Περιφέρειας Κρήτης συμμετείχε στη μεγαλύτερη έκθεση εναλλακτικού τουρισμού #crete #Κρήτη #τουρισμός http://www. haniotika-nea.gr/i-periferias-k ritis-simmetiche-sti-megaliteri-ekthesi-enallaktikou-tourismou/ …,henrick@gm,9/7/2018 9:11,"London,UK",-
My view today #sun #crete https://www. instagram.com/p/BnafuWbFUDh/ ?utm_source=ig_twitter_share&igshid=3910bxi6yrdw …,henrick@gm,9/7/2018 8:58,"London,UK",-
United States Air Force Boeing RC-135V Rivet Joint 64-14848 R135 #Crete pic.twitter.com/lUSjffT86i,henrick@gm,9/7/2018 8:57,"London,UK",-
#kalimera με ...θέα από Ελλάδα! Κρήτη - Χανιά http:// my.aegean.gr/gallery/Places /Greece/Crete/Chania_20150102_161205.jpg.html … (από λευκώματα ,henrick@gm,9/7/2018 8:52,"London,UK",-
Silence is a source of great strength... #nikon #nikon5300d #Nikond5300 #greece #greece #greecestagram #greece2018 #Greece2018 #greece2018 #crete #creteisland #Crete #lasithicrete … https://www. instagram.com/p/BnaexS4FcEm/ ?utm_source=ig_twitter_share&igshid=gb6vbwgf9w7x …,henrick@gm,9/7/2018 8:49,"London,UK",-
#Crete juin 2011 pic.twitter.com/Ac8D55p91H,henrick@gm,9/7/2018 8:22,"London,UK",-
A traditional olive oil press in a mountain village above Chania,henrick@gm,9/7/2018 8:09,"London,UK",-
#Greekfood #best #Crete #island #sun #sea #summer #VilleaVillageResort #placetobe,henrick@gm,9/7/2018 7:32,"London,UK",-
We love an early start #airport #transfer 03:45 1st Journey. #business #travel #taxi #1stclass #executive #chauffeur #wifi #stevenage #biggleswade #bedford #sandy #stansted #crete #holiday #destinations — travelling to Crete from London Stansted... https://www. facebook.com/46509425026851 5/posts/1675264939251434/ …,henrick@gm,9/7/2018 6:32,"London,UK",-
South Coast of #Crete and islands - Ultimate #travel guide https:// mel365.com/two-weeks-in-c rete-planning-a-trip-the-south-coast/ … @VisitGreecegr pic.twitter.com/ReS0T08ASt,henrick@gm,9/7/2018 4:48,"London,UK",-
Amazing #travel and photography in the north coast of #Crete https:// mel365.com/two-weeks-in-c rete-planning-a-trip-the-north-coast/ … @livingincrete pic.twitter.com/yXhZxbPQhS,henrick@gm,9/7/2018 4:36,"London,UK",-
Spinalonga and Richtis gorge day-trip in Crete,henrick@gm,9/7/2018 4:00,"London,UK",-
Throwin back to happy days in #Crete Yes,henrick@gm,9/7/2018 3:41,"London,UK",-
Just arrived in #crete with the family for a cheeky week car hired with @rentalcarsjobs total disaster!! Joker at the hire company tries to charge for night service €25....not a chance mate! I’ll be looking for a full refund and apology!,henrick@gm,9/7/2018 1:13,"London,UK",-
Yamas from #Elounda #crete pic.twitter.com/393T8OEruu,henrick@gm,9/7/2018 0:45,"London,UK",-
Think this is where @ItsLeeHinchy @JoeTasker are #Crete #Hersonisos @ThomasCookUK @ThomasCookNews @cooksclubhotels looks amazing X,henrick@gm,9/7/2018 0:38,"London,UK",-
Wheatear #Birds #Crete pic.twitter.com/xCeqBYzX2P,henrick@gm,9/7/2018 0:37,"London,UK",-
Red backed Shrike #Birds #Crete pic.twitter.com/AxYglcsoID,henrick@gm,9/7/2018 0:32,"London,UK",-
Stonechat #Birds #Crete pic.twitter.com/pYTxK3OsjY,henrick@gm,9/7/2018 0:31,"London,UK",-
Repost from ⁦ @RainaGoran ⁩ Cactus garden sketch. #cactus #garden #greece #crete #mixedmedia #agapibeach #whynotart #camdenimagegallery #thelpsgroup #insightschoolofart pic.twitter.com/C28EiSrelJ,henrick@gm,9/7/2018 0:30,"London,UK",-
Family Beach Holiday in Stalida,henrick@gm,9/7/2018 0:30,"London,UK",-
There are no strangers in here just friends you haven’t met #Welcome #plakiassuites #crete #Plakias #Rethymno http://www. plakiassuites.com @Plakias Suites Rethymno Crete https://www. instagram.com/p/BnZiHjQj1oa/ ?utm_source=ig_twitter_share&igshid=5yccz5nkk639 …,henrick@gm,9/7/2018 0:16,"London,UK",-
Mojito at sunset overlooking Chania's Venetian port #theglobalnomad #foodie #food #drinks #mojito #chania #crete #greece #chaniaport #cocktails #sunset @Chania Port https://www. instagram.com/p/BnZgaHHHanl/ ?utm_source=ig_twitter_share&igshid=1kvmfzwhe5a4g …,henrick@gm,9/6/2018 23:44,"London,UK",-
Two rich burials discovered in excavations at #Minoan period cemetery on Greek island of #Crete http://www. tornosnews.gr/en/permalink/3 2419.html … #archaeology,henrick@gm,9/6/2018 23:28,"London,UK",-
Mountains & Motivation https:// firehorseworld.wordpress.com/2018/09/05/mou ntains-motivation/ … via @firehorsemail #greece #mountains #crete #travel #motivation,henrick@gm,9/6/2018 23:18,"London,UK",-
Pravi smo #Crete -eni #BeautifulIsland #BestBeach #Crete2018 #Balos Greek Bali #GreekBali #BalosBeach #Bali — feeling awesome at Bálos https://www. facebook.com/574622927/post s/10156342307122928/ …,henrick@gm,9/6/2018 23:11,"London,UK",-
#windmill #venetianoccupation #livecretealive #Crete #ancientruins @Neapoli,henrick@gm,9/6/2018 22:51,"London,UK",-
#Travel ... That's really the only thing you buy that obviously makes you richer. Take me back... #Crete #Greece #Hellas #Lifestyle #LiveAndLetLive #LifeIsBeautiful #LifeIsBetterByTheSea #SaltInTheAirSandInMyHair #ThisIsTheGoodLife #Throwback #TBT pic.twitter.com/MdNprBrcHA,henrick@gm,9/6/2018 22:46,"London,UK",-
wow that @instagram post @ThomasCookUK @cooksclubhotels #Crete looks amazing,henrick@gm,9/6/2018 22:33,"London,UK",-
#Crete #Kreta #Κρητη pic.twitter.com/YgXX40kZlN,henrick@gm,9/6/2018 21:44,"London,UK",-
#Κρητη #Crete #Kreta pic.twitter.com/ONSWmyxhMK,henrick@gm,9/6/2018 21:42,"London,UK",-
Κρήτη μουυυυυυυ!!! Ηράκλειο/Ρέθυμνο/Χανιά @ekklisiazouses_rigas #ekklisiazouses #aristophanes #alexandrosrigas #summer #tour #actor #ilovemyjob #τρελαθειτεμωρε #μιαζωητηνεχουμε #ηζωηειναιωραια #αρκεινατοθες #keepmatiabing #heraklion #ammoudara #rethymno #fortetza #chania #crete pic.twitter.com/lEFXg7Dyec – bei Τεχνόπολις Ανοιχτό Θέατρο,henrick@gm,9/6/2018 21:41,"London,UK",-
#Crete #Kreta #Κρητη pic.twitter.com/IdxT1lqLVa,henrick@gm,9/6/2018 21:40,"London,UK",-
Great day on the spinalonga tour :) #crete #alcohol pic.twitter.com/We2iobhc9E,henrick@gm,9/6/2018 21:38,"London,UK",-
Somebody abandoned him outside a church. He has a problem with one of back legs. anyone interested to adopt this cute and smart looking dog? He is in #Crete https:// twitter.com/oxonou/status/ 1037719073105293312 …,henrick@gm,9/6/2018 21:20,"London,UK",-
3.5 earthquake occurred near Crete,henrick@gm,9/6/2018 21:12,"London,UK",-
#nofilter #falasarnabeach #mediteraneansea #sunset ##seasunset #flag #crete #greece #europe @Falasarna Beach https://www. instagram.com/p/BnZOrJVgJRu/ ?utm_source=ig_twitter_share&igshid=oj6h6dqagr9n …,henrick@gm,9/6/2018 21:10,"London,UK",-
Number 1 on this beaches off season list is one of my favorites #greece #crete #beachlife #travel #travelplanner #lovemyjob #autumntravel http:// ow.ly/tZfc30lImk5 pic.twitter.com/fI9LKgrfeR,henrick@gm,9/6/2018 21:02,"London,UK",-
Fortress of Spinalonga,henrick@gm,9/6/2018 21:00,"London,UK",-
Today was amazing!!! #greece #crete pic.twitter.com/SGCwzYX4gB,henrick@gm,9/6/2018 20:52,"London,UK",-
Great things are done when men and mountains meet. #reiseblogger #hikingadventures #WANDERSOUL #wanderer #kreta #crete #backpacker #Reise pic.twitter.com/vXgxDiTTHv – bei Ροδιά (Rodia),henrick@gm,9/6/2018 20:37,"London,UK",-
Tonight sunset #crete #vamos #poolday @Vámos,henrick@gm,9/6/2018 20:22,"London,UK",-
#STEMCELL #CHANIA #CRETE 'Join me in Chania for stem cells and gin martini at the sunset!' pic.twitter.com/iYf1DOkHvS,henrick@gm,9/6/2018 20:20,"London,UK",-
Seria Beach Hotel #droneshot #dji #photo #grece #crete #creteresort #trip #wakacje #blue #dron #shotondji #cośinnegoniżkoscioly w: Serita Beach Hotel - Crete https://www. instagram.com/p/BnZHkXkBghY/ ?utm_source=ig_twitter_share&igshid=lniyfu4rl7hq …,henrick@gm,9/6/2018 20:08,"London,UK",-
#9annidinoi #sunset #creta#crete #mythos #tortillas #love #aperitivo #sea #whatawonderfulworld #comefaiasopportarmi #pazzesco #grecia #crete @Dionysos Sitias https://www. instagram.com/p/BnZG-DwFL54/ ?utm_source=ig_twitter_share&igshid=4so74y824o9w …,henrick@gm,9/6/2018 20:02,"London,UK",-
You can find all you want in #Crete and this is where you should go #travel https:// mel365.com/where-to-stay- in-crete/ … @aegeanairlines pic.twitter.com/CuOMerdM5D,henrick@gm,9/6/2018 20:00,"London,UK",-
Family Beach Holiday in Stalida,henrick@gm,9/6/2018 19:56,"London,UK",-
Υπό πλήρη έλεγχο η φωτιά κάτω από την Κέρη #crete #Κρήτη #πυρκαγιά http://www. haniotika-nea.gr/ipo-pliri-eleg cho-i-fotia-kato-apo-tin-keri/ …,henrick@gm,9/6/2018 19:55,"London,UK",-
Ψηλορείτης: Νέα ευρήματα στο μινωικό ανάκτορο της Ζωμίνθου https://www. naftemporiki.gr/story/1388676/ psiloreitis-nea-eurimata-sto-minoiko-anaktoro-tis-zominthou … #crete #archaeology #ψηλορείτης #psiloritis #ανάκτορο #ανασκαφές #zominthos #kriti #κρητη #naftemporiki pic.twitter.com/hVgRO67IWX,henrick@gm,9/6/2018 19:52,"London,UK",-
Δυνητικός κίνδυνος για τα αβοκάντο στην Κρήτη #Κρήτη #crete #αβοκάντο #avocado http://www. haniotika-nea.gr/dinitikos-kind inos-gia-ta-avokanto/ …,henrick@gm,9/6/2018 19:38,"London,UK",-
#elounda #crete pic.twitter.com/0q3ao97G41,henrick@gm,9/6/2018 19:33,"London,UK",-
Operation Mercury & The Battle of Crete Tour,henrick@gm,9/6/2018 19:30,"London,UK",-
Anoskeli #Winery #Chania #Crete Anoskeli Winery Tour - Transfer & pick up https:// buff.ly/2GwgjCV We will be pleased to pick you up from your place and take you to Anoskeli Winery with the minimum of fuss! pic.twitter.com/NUMk24R6EC,henrick@gm,9/6/2018 19:19,"London,UK",-
Βόλτα στα όμορφα σοκάκια των Χανίων ______________________________ #memories #nightout #throwback #chania #crete #lovegreece #mysummer https://www. instagram.com/p/BnZBYXpgW4o/ ?utm_source=ig_twitter_share&igshid=1l07i2992wjba …,henrick@gm,9/6/2018 19:13,"London,UK",-
Beautiful Crete! #crete #kreta #greece #creteisland #heraklion #malia #visitgreece #greekislands #ig_greece #thisiscrete #reflection #water #tourist #tourism #travelling #traveler … https://www. instagram.com/p/BnZAr5_Hnaj/ ?utm_source=ig_twitter_share&igshid=k3lp6ng8wsj9 …,henrick@gm,9/6/2018 19:07,"London,UK",-
Why you should fall in love with #Crete https:// freelance-holidays.co.uk/wpblog/?p=3970 pic.twitter.com/rGtVClSDBG,henrick@gm,9/6/2018 19:03,"London,UK",-
This little dude loving life #holidaysss #agiapelagia #crete #goodtimes @Peninsula Resort & Spa https://www. instagram.com/p/BnY-q3KFAz-V 0fpjAHBKAzAde-V3XGhWdJpJGg0/?utm_source=ig_twitter_share&igshid=ba01748mcbj9 …,henrick@gm,9/6/2018 18:50,"London,UK",-
https:// firehorseworld.wordpress.com/2018/09/05/mou ntains-motivation/ … #mountains #motivation #greece #crete #travel pic.twitter.com/k3hLEUrp4C,henrick@gm,9/6/2018 18:46,"London,UK",-
#nofilterneeded #agiapelagia #crete #holidaysss @Peninsula Resort & Spa https://www. instagram.com/p/BnY-KwBlTBbP Tt_HwAzkrvJC4Fbf1bj1F1_eAc0/?utm_source=ig_twitter_share&igshid=16g5fau7atnfi …,henrick@gm,9/6/2018 18:45,"London,UK",-
Mountains & Motivation https:// firehorseworld.wordpress.com/2018/09/05/mou ntains-motivation/ … via @firehorsemail #mountains #motivation #greece #crete #travel,henrick@gm,9/6/2018 18:44,"London,UK",-
Have you traveled to #Crete ? We want to feature your experience on Pink Pangea! For more info on seeing your writing published on Pink Pangea email editor@pinkpangea.com. #traveltips #traveling #travelblog #travelbloggers #travelwriter #wanderlust #ttot #greece #blogger,henrick@gm,9/6/2018 18:29,"London,UK",-
Views on the way to Spinalonga • • • #spinalonga #crete #greece #boy #view #europe #allincrete #body #style #guy #man #chest #vlogger #traveler #scar #explore #me #travel #adventurer … https://www. instagram.com/p/BnY8J0GHL-M/ ?utm_source=ig_twitter_share&igshid=1mr7sfs9q3v2o …,henrick@gm,9/6/2018 18:28,"London,UK",-
Explore the unique palm beach of #Preveli during the sunny September in #Crete ! https://www. thehotel.gr/travel-guide pic.twitter.com/39HGHKn3aI,henrick@gm,9/6/2018 17:59,"London,UK",-
Driving in Crete when google maps lady decides to give up trying to say street names & starts calling out letters of words in Greek alphabet. Erm lady just tell us left or right it will take way less time #Crete #greekalphabet #itsallgreektome,henrick@gm,9/6/2018 17:58,"London,UK",-
Ψηλορείτης: Νέα ευρήματα στο μινωικό ανάκτορο της Ζωμίνθου https://www. naftemporiki.gr/story/1388676/ psiloreitis-nea-eurimata-sto-minoiko-anaktoro-tis-zominthou … #crete #archaeology #ψηλορείτης #psiloritis #ανάκτορο #ανασκαφές #zominthos #kriti #κρητη #naftemporiki pic.twitter.com/tW7ZGnIiOv,henrick@gm,9/6/2018 17:46,"London,UK",-
More destinations... More driving! #LetsDrive #rentacar #rentalcar #greece #summerholidays #visitgreece #summeringreece #car #roadtrip #auto #athens #crete #september pic.twitter.com/t2zVvVlcC6,henrick@gm,9/6/2018 17:40,"London,UK",-
· · · · · · · · · · · · · · · #boardgames #greece #crete #travel #boardgame #greecelover_gr #travelphotography #boardgamegeek #wu_greece #creteisland #travelgram #bgg #travel_greece #chania #instatravel #tabletop #ig_greece #cretegreece #travelling #tabl … https:// ift.tt/2wLZZ9d pic.twitter.com/7NsWOzWBXT,henrick@gm,9/6/2018 17:26,"London,UK",-
#greece #greece #crete #sea #landscape #landscapephotography #naturephotography #nature #amateurphotography #instagram #instagood #beginnerphotography #august #blue #bluesky #sonymobile … https://www. instagram.com/p/BnYyJkzF2-q/ ?utm_source=ig_twitter_share&igshid=1qvhqhfzem3cx …,henrick@gm,9/6/2018 17:00,"London,UK",-
47 degrees at 16.50 pm #crete #greece #veryhot https://www. instagram.com/p/BnYxn_Tha7n/ ?utm_source=ig_twitter_share&igshid=10s8mt598vgj8 …,henrick@gm,9/6/2018 16:57,"London,UK",-
Συνεχίζεται η προσπάθεια του Μιχάλη Μπούση #crete http://www. haniotika-nea.gr/sinechizete-i- allagi-selidas-stin-pae-ofi/ …,henrick@gm,9/6/2018 16:33,"London,UK",-
Thrilled to see hummingbird hawk moth on bougainvillea today #Crete #wildlife @Agia Triada Monastery https://www. instagram.com/p/BnYug4NgvXLr XeO8LX3kUUWeu3GiG57n_3vjn40/?utm_source=ig_twitter_share&igshid=1xzemw912zpt7 …,henrick@gm,9/6/2018 16:28,"London,UK",-
#elounda #crete #holiday #relax #beutiful @Elounda Ilion Hotel https://www. instagram.com/p/BnYqSCtH--j/ ?utm_source=ig_twitter_share&igshid=1u3ljjfl6k05c …,henrick@gm,9/6/2018 15:51,"London,UK",-
Χαλάρωση πριν την απογευματινή βάρδια... #crete #ierapetra #hotel #view #cloudy #sky #instalifo #greek #igers #photooftheday https://www. instagram.com/p/BnYn6CPnSAT1 o8BhuwAYmA80smiSSpVziRxJ2U0/?utm_source=ig_twitter_share&igshid=1a6fykh40bur6 …,henrick@gm,9/6/2018 15:33,"London,UK",-
Χαλάρωση πριν την απογευματινή βάρδια... #crete #ierapetra #hotel #view #cloudy #sky #instalifo #greek #igers #photooftheday @Yerápetra https://www. instagram.com/p/BnYn6CPnSAT1 o8BhuwAYmA80smiSSpVziRxJ2U0/?utm_source=ig_twitter_share&igshid=mbe60o34r62h …,henrick@gm,9/6/2018 15:31,"London,UK",-
The whole beach is ours. #crete #chania pic.twitter.com/QtuqO69Xzh,henrick@gm,9/6/2018 15:26,"London,UK",-
https:// firehorseworld.wordpress.com / …/mountains-motivation/ #travel #mountains #climbing #crete #motivation https:// firehorseworld.wordpress.com / …/mountains-motivation/,henrick@gm,9/6/2018 15:24,"London,UK",-
https:// firehorseworld.wordpress.com/2018/09/05/mou ntains-motivation/ … #travel #mountains #climbing #crete #motivation,henrick@gm,9/6/2018 15:23,"London,UK",-
#conferences #IoT #artificialintelligence #AI #machinelearning #EDA #embeddedsystems #IEEECEDA #ACM #crete #greece COINS 2019 (Crete,henrick@gm,9/6/2018 15:16,"London,UK",-
This is brilliant @ItsLeeHinchy @JoeTasker #Crete together. The best news. Can't wait there better be a video ! X https:// twitter.com/taskcliffe/sta tus/1037654644967792640 …,henrick@gm,9/6/2018 15:14,"London,UK",-
#circulareconomy #islands #Chania #Crete A pioneering conference which will promote circular economy and share best practices and #eco -innovation for the islands. Updated draft programme. You can still register. https:// circle2018.eu/en/programme/a genda …,henrick@gm,9/6/2018 15:12,"London,UK",-
#sunsetselfie #gratefulface #summervibes #crete #tolife #falarsanabeach #greece #europe @Falasarna Beach https://www. instagram.com/p/BnYlXUWgUPa/ ?utm_source=ig_twitter_share&igshid=13fmp1k5pzafp …,henrick@gm,9/6/2018 15:09,"London,UK",-
Oh my you 2 kept that from us @ItsLeeHinchy #Crete @JoeTasker together on hol X Matching tattoos here we come !! X https:// twitter.com/JoeTasker/stat us/1037653900155908096 …,henrick@gm,9/6/2018 15:05,"London,UK",-
#reallycoolfountain #dark #eerie #hand #fountain #crete #greece #europe #summervibes #tolife https://www. instagram.com/p/BnYkUraAhSu/ ?utm_source=ig_twitter_share&igshid=udo96n6zcu5f …,henrick@gm,9/6/2018 15:02,"London,UK",-
Not a bad view for lunch #beccabee #feedyoursoul #travel #life #seesters #chania #crete #greece @Chaniá,henrick@gm,9/6/2018 15:00,"London,UK",-
Μεγάλη φωτιά στο Ηράκλειο- Επιχειρεί πυροσβεστικό ελικόπτερο (vid) #crete http://www. haniotika-nea.gr/megali-fotia-s to-iraklio-epichiri-pirosvestiko-elikoptero-vid/ …,henrick@gm,9/6/2018 14:59,"London,UK",-
That'll do nicely for the week! #holiday #hotweather #greece #crete @Chaina Airport https://www. instagram.com/p/BnYjx8VH5KR/ ?utm_source=ig_twitter_share&igshid=1ccx6twdyxid7 …,henrick@gm,9/6/2018 14:55,"London,UK",-
Villa Ioanna #Crete #Greece . 4 bed,henrick@gm,9/6/2018 14:26,"London,UK",-
Our Family Holiday in Crete! http:// allbabyadvice-blog.com/our-family-hol iday-in-crete-2/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #Crete #familytravel #travelblogger pic.twitter.com/W1bRkAw9Sp,henrick@gm,9/6/2018 14:15,"London,UK",-
Crete’s Royal Blue Resort opens new marina https:// buff.ly/2MSl251 #Marina #Superyachts #yacht #Crete pic.twitter.com/g4NNgyqn2S,henrick@gm,9/6/2018 14:01,"London,UK",-
Discover the hidden treasures of Crete and explore the magnificent nature paths!! #chania #crete #greece #gorge #samariagorge #nature #hiking #trekking #mountains #beautiful #walks … https://www. instagram.com/p/BnYdkRrnsG6/ ?utm_source=ig_twitter_share&igshid=1e9uj9u4ocm4 …,henrick@gm,9/6/2018 14:00,"London,UK",-
Which one is right? 1. Self-motivation 2. Burning the calories from the all-inclusive effect 3. A gym that you can not resist #euphoriaresort #familyresort #allinclusive #crete #chania #greece #travelblogger #blogger #familytime #familygoals #travel #traveler #wellbeing pic.twitter.com/as8v86oFlZ,henrick@gm,9/6/2018 14:00,"London,UK",-
